operation_count,data_distribution
35000,"[{'status': 'UN', 'address': '127.0.0.2', 'load': '206.23 KiB', 'tokens': 16, 'owns': '24.0%', 'host_id': 'bc2f02b5-583a-48f7-a175-dc42f9b9833c', 'rack': 'rack1'}, {'status': 'UN', 'address': '127.0.0.1', 'load': '681.23 KiB', 'tokens': 16, 'owns': '27.1%', 'host_id': '92e95261-446e-4504-b812-27e6ad715fa9', 'rack': 'rack1'}, {'status': 'UN', 'address': '127.0.0.4', 'load': '188.96 KiB', 'tokens': 16, 'owns': '19.0%', 'host_id': '79f70935-8413-409f-bd29-ade7823007db', 'rack': 'rack1'}, {'status': 'UN', 'address': '127.0.0.3', 'load': '238.42 KiB', 'tokens': 16, 'owns': '29.8%', 'host_id': '9c65e243-b542-480a-a139-68e43333c09b', 'rack': 'rack1'}]"
36000,"[{'status': 'UN', 'address': '127.0.0.2', 'load': '206.23 KiB', 'tokens': 16, 'owns': '24.0%', 'host_id': 'bc2f02b5-583a-48f7-a175-dc42f9b9833c', 'rack': 'rack1'}, {'status': 'UN', 'address': '127.0.0.1', 'load': '696.33 KiB', 'tokens': 16, 'owns': '27.1%', 'host_id': '92e95261-446e-4504-b812-27e6ad715fa9', 'rack': 'rack1'}, {'status': 'UN', 'address': '127.0.0.4', 'load': '188.96 KiB', 'tokens': 16, 'owns': '19.0%', 'host_id': '79f70935-8413-409f-bd29-ade7823007db', 'rack': 'rack1'}, {'status': 'UN', 'address': '127.0.0.3', 'load': '238.42 KiB', 'tokens': 16, 'owns': '29.8%', 'host_id': '9c65e243-b542-480a-a139-68e43333c09b', 'rack': 'rack1'}]"
37000,"[{'status': 'UN', 'address': '127.0.0.2', 'load': '206.23 KiB', 'tokens': 16, 'owns': '24.0%', 'host_id': 'bc2f02b5-583a-48f7-a175-dc42f9b9833c', 'rack': 'rack1'}, {'status': 'UN', 'address': '127.0.0.1', 'load': '699.61 KiB', 'tokens': 16, 'owns': '27.1%', 'host_id': '92e95261-446e-4504-b812-27e6ad715fa9', 'rack': 'rack1'}, {'status': 'UN', 'address': '127.0.0.4', 'load': '188.96 KiB', 'tokens': 16, 'owns': '19.0%', 'host_id': '79f70935-8413-409f-bd29-ade7823007db', 'rack': 'rack1'}, {'status': 'UN', 'address': '127.0.0.3', 'load': '238.42 KiB', 'tokens': 16, 'owns': '29.8%', 'host_id': '9c65e243-b542-480a-a139-68e43333c09b', 'rack': 'rack1'}]"
38000,"[{'status': 'UN', 'address': '127.0.0.2', 'load': '206.23 KiB', 'tokens': 16, 'owns': '24.0%', 'host_id': 'bc2f02b5-583a-48f7-a175-dc42f9b9833c', 'rack': 'rack1'}, {'status': 'UN', 'address': '127.0.0.1', 'load': '717.9 KiB', 'tokens': 16, 'owns': '27.1%', 'host_id': '92e95261-446e-4504-b812-27e6ad715fa9', 'rack': 'rack1'}, {'status': 'UN', 'address': '127.0.0.4', 'load': '188.96 KiB', 'tokens': 16, 'owns': '19.0%', 'host_id': '79f70935-8413-409f-bd29-ade7823007db', 'rack': 'rack1'}, {'status': 'UN', 'address': '127.0.0.3', 'load': '238.42 KiB', 'tokens': 16, 'owns': '29.8%', 'host_id': '9c65e243-b542-480a-a139-68e43333c09b', 'rack': 'rack1'}]"
39000,"[{'status': 'UN', 'address': '127.0.0.2', 'load': '206.23 KiB', 'tokens': 16, 'owns': '24.0%', 'host_id': 'bc2f02b5-583a-48f7-a175-dc42f9b9833c', 'rack': 'rack1'}, {'status': 'UN', 'address': '127.0.0.1', 'load': '733.21 KiB', 'tokens': 16, 'owns': '27.1%', 'host_id': '92e95261-446e-4504-b812-27e6ad715fa9', 'rack': 'rack1'}, {'status': 'UN', 'address': '127.0.0.4', 'load': '188.96 KiB', 'tokens': 16, 'owns': '19.0%', 'host_id': '79f70935-8413-409f-bd29-ade7823007db', 'rack': 'rack1'}, {'status': 'UN', 'address': '127.0.0.3', 'load': '238.42 KiB', 'tokens': 16, 'owns': '29.8%', 'host_id': '9c65e243-b542-480a-a139-68e43333c09b', 'rack': 'rack1'}]"
40000,"[{'status': 'UN', 'address': '127.0.0.2', 'load': '206.23 KiB', 'tokens': 16, 'owns': '24.0%', 'host_id': 'bc2f02b5-583a-48f7-a175-dc42f9b9833c', 'rack': 'rack1'}, {'status': 'UN', 'address': '127.0.0.1', 'load': '734.39 KiB', 'tokens': 16, 'owns': '27.1%', 'host_id': '92e95261-446e-4504-b812-27e6ad715fa9', 'rack': 'rack1'}, {'status': 'UN', 'address': '127.0.0.4', 'load': '188.96 KiB', 'tokens': 16, 'owns': '19.0%', 'host_id': '79f70935-8413-409f-bd29-ade7823007db', 'rack': 'rack1'}, {'status': 'UN', 'address': '127.0.0.3', 'load': '238.42 KiB', 'tokens': 16, 'owns': '29.8%', 'host_id': '9c65e243-b542-480a-a139-68e43333c09b', 'rack': 'rack1'}]"
41000,"[{'status': 'UN', 'address': '127.0.0.2', 'load': '206.23 KiB', 'tokens': 16, 'owns': '24.0%', 'host_id': 'bc2f02b5-583a-48f7-a175-dc42f9b9833c', 'rack': 'rack1'}, {'status': 'UN', 'address': '127.0.0.1', 'load': '751.02 KiB', 'tokens': 16, 'owns': '27.1%', 'host_id': '92e95261-446e-4504-b812-27e6ad715fa9', 'rack': 'rack1'}, {'status': 'UN', 'address': '127.0.0.4', 'load': '188.96 KiB', 'tokens': 16, 'owns': '19.0%', 'host_id': '79f70935-8413-409f-bd29-ade7823007db', 'rack': 'rack1'}, {'status': 'UN', 'address': '127.0.0.3', 'load': '238.42 KiB', 'tokens': 16, 'owns': '29.8%', 'host_id': '9c65e243-b542-480a-a139-68e43333c09b', 'rack': 'rack1'}]"
42000,"[{'status': 'UN', 'address': '127.0.0.2', 'load': '206.23 KiB', 'tokens': 16, 'owns': '24.0%', 'host_id': 'bc2f02b5-583a-48f7-a175-dc42f9b9833c', 'rack': 'rack1'}, {'status': 'UN', 'address': '127.0.0.1', 'load': '767.2 KiB', 'tokens': 16, 'owns': '27.1%', 'host_id': '92e95261-446e-4504-b812-27e6ad715fa9', 'rack': 'rack1'}, {'status': 'UN', 'address': '127.0.0.4', 'load': '188.96 KiB', 'tokens': 16, 'owns': '19.0%', 'host_id': '79f70935-8413-409f-bd29-ade7823007db', 'rack': 'rack1'}, {'status': 'UN', 'address': '127.0.0.3', 'load': '238.42 KiB', 'tokens': 16, 'owns': '29.8%', 'host_id': '9c65e243-b542-480a-a139-68e43333c09b', 'rack': 'rack1'}]"
43000,"[{'status': 'UN', 'address': '127.0.0.2', 'load': '206.23 KiB', 'tokens': 16, 'owns': '24.0%', 'host_id': 'bc2f02b5-583a-48f7-a175-dc42f9b9833c', 'rack': 'rack1'}, {'status': 'UN', 'address': '127.0.0.1', 'load': '769.05 KiB', 'tokens': 16, 'owns': '27.1%', 'host_id': '92e95261-446e-4504-b812-27e6ad715fa9', 'rack': 'rack1'}, {'status': 'UN', 'address': '127.0.0.4', 'load': '188.96 KiB', 'tokens': 16, 'owns': '19.0%', 'host_id': '79f70935-8413-409f-bd29-ade7823007db', 'rack': 'rack1'}, {'status': 'UN', 'address': '127.0.0.3', 'load': '238.42 KiB', 'tokens': 16, 'owns': '29.8%', 'host_id': '9c65e243-b542-480a-a139-68e43333c09b', 'rack': 'rack1'}]"
44000,"[{'status': 'UN', 'address': '127.0.0.2', 'load': '206.23 KiB', 'tokens': 16, 'owns': '24.0%', 'host_id': 'bc2f02b5-583a-48f7-a175-dc42f9b9833c', 'rack': 'rack1'}, {'status': 'UN', 'address': '127.0.0.1', 'load': '785.22 KiB', 'tokens': 16, 'owns': '27.1%', 'host_id': '92e95261-446e-4504-b812-27e6ad715fa9', 'rack': 'rack1'}, {'status': 'UN', 'address': '127.0.0.4', 'load': '188.96 KiB', 'tokens': 16, 'owns': '19.0%', 'host_id': '79f70935-8413-409f-bd29-ade7823007db', 'rack': 'rack1'}, {'status': 'UN', 'address': '127.0.0.3', 'load': '238.42 KiB', 'tokens': 16, 'owns': '29.8%', 'host_id': '9c65e243-b542-480a-a139-68e43333c09b', 'rack': 'rack1'}]"
45000,"[{'status': 'UN', 'address': '127.0.0.2', 'load': '206.23 KiB', 'tokens': 16, 'owns': '24.0%', 'host_id': 'bc2f02b5-583a-48f7-a175-dc42f9b9833c', 'rack': 'rack1'}, {'status': 'UN', 'address': '127.0.0.1', 'load': '802.05 KiB', 'tokens': 16, 'owns': '27.1%', 'host_id': '92e95261-446e-4504-b812-27e6ad715fa9', 'rack': 'rack1'}, {'status': 'UN', 'address': '127.0.0.4', 'load': '188.96 KiB', 'tokens': 16, 'owns': '19.0%', 'host_id': '79f70935-8413-409f-bd29-ade7823007db', 'rack': 'rack1'}, {'status': 'UN', 'address': '127.0.0.3', 'load': '238.42 KiB', 'tokens': 16, 'owns': '29.8%', 'host_id': '9c65e243-b542-480a-a139-68e43333c09b', 'rack': 'rack1'}]"
46000,"[{'status': 'UN', 'address': '127.0.0.2', 'load': '206.23 KiB', 'tokens': 16, 'owns': '24.0%', 'host_id': 'bc2f02b5-583a-48f7-a175-dc42f9b9833c', 'rack': 'rack1'}, {'status': 'UN', 'address': '127.0.0.1', 'load': '795.7 KiB', 'tokens': 16, 'owns': '27.1%', 'host_id': '92e95261-446e-4504-b812-27e6ad715fa9', 'rack': 'rack1'}, {'status': 'UN', 'address': '127.0.0.4', 'load': '188.96 KiB', 'tokens': 16, 'owns': '19.0%', 'host_id': '79f70935-8413-409f-bd29-ade7823007db', 'rack': 'rack1'}, {'status': 'UN', 'address': '127.0.0.3', 'load': '238.42 KiB', 'tokens': 16, 'owns': '29.8%', 'host_id': '9c65e243-b542-480a-a139-68e43333c09b', 'rack': 'rack1'}]"
47000,"[{'status': 'UN', 'address': '127.0.0.2', 'load': '206.23 KiB', 'tokens': 16, 'owns': '24.0%', 'host_id': 'bc2f02b5-583a-48f7-a175-dc42f9b9833c', 'rack': 'rack1'}, {'status': 'UN', 'address': '127.0.0.1', 'load': '810.95 KiB', 'tokens': 16, 'owns': '27.1%', 'host_id': '92e95261-446e-4504-b812-27e6ad715fa9', 'rack': 'rack1'}, {'status': 'UN', 'address': '127.0.0.4', 'load': '188.96 KiB', 'tokens': 16, 'owns': '19.0%', 'host_id': '79f70935-8413-409f-bd29-ade7823007db', 'rack': 'rack1'}, {'status': 'UN', 'address': '127.0.0.3', 'load': '238.42 KiB', 'tokens': 16, 'owns': '29.8%', 'host_id': '9c65e243-b542-480a-a139-68e43333c09b', 'rack': 'rack1'}]"
48000,"[{'status': 'UN', 'address': '127.0.0.2', 'load': '206.23 KiB', 'tokens': 16, 'owns': '24.0%', 'host_id': 'bc2f02b5-583a-48f7-a175-dc42f9b9833c', 'rack': 'rack1'}, {'status': 'UN', 'address': '127.0.0.1', 'load': '827.79 KiB', 'tokens': 16, 'owns': '27.1%', 'host_id': '92e95261-446e-4504-b812-27e6ad715fa9', 'rack': 'rack1'}, {'status': 'UN', 'address': '127.0.0.4', 'load': '188.96 KiB', 'tokens': 16, 'owns': '19.0%', 'host_id': '79f70935-8413-409f-bd29-ade7823007db', 'rack': 'rack1'}, {'status': 'UN', 'address': '127.0.0.3', 'load': '238.42 KiB', 'tokens': 16, 'owns': '29.8%', 'host_id': '9c65e243-b542-480a-a139-68e43333c09b', 'rack': 'rack1'}]"
49000,"[{'status': 'UN', 'address': '127.0.0.2', 'load': '206.23 KiB', 'tokens': 16, 'owns': '24.0%', 'host_id': 'bc2f02b5-583a-48f7-a175-dc42f9b9833c', 'rack': 'rack1'}, {'status': 'UN', 'address': '127.0.0.1', 'load': '829.94 KiB', 'tokens': 16, 'owns': '27.1%', 'host_id': '92e95261-446e-4504-b812-27e6ad715fa9', 'rack': 'rack1'}, {'status': 'UN', 'address': '127.0.0.4', 'load': '188.96 KiB', 'tokens': 16, 'owns': '19.0%', 'host_id': '79f70935-8413-409f-bd29-ade7823007db', 'rack': 'rack1'}, {'status': 'UN', 'address': '127.0.0.3', 'load': '238.42 KiB', 'tokens': 16, 'owns': '29.8%', 'host_id': '9c65e243-b542-480a-a139-68e43333c09b', 'rack': 'rack1'}]"
50000,"[{'status': 'UN', 'address': '127.0.0.2', 'load': '206.23 KiB', 'tokens': 16, 'owns': '24.0%', 'host_id': 'bc2f02b5-583a-48f7-a175-dc42f9b9833c', 'rack': 'rack1'}, {'status': 'UN', 'address': '127.0.0.1', 'load': '848.09 KiB', 'tokens': 16, 'owns': '27.1%', 'host_id': '92e95261-446e-4504-b812-27e6ad715fa9', 'rack': 'rack1'}, {'status': 'UN', 'address': '127.0.0.4', 'load': '188.96 KiB', 'tokens': 16, 'owns': '19.0%', 'host_id': '79f70935-8413-409f-bd29-ade7823007db', 'rack': 'rack1'}, {'status': 'UN', 'address': '127.0.0.3', 'load': '238.42 KiB', 'tokens': 16, 'owns': '29.8%', 'host_id': '9c65e243-b542-480a-a139-68e43333c09b', 'rack': 'rack1'}]"
51000,"[{'status': 'UN', 'address': '127.0.0.2', 'load': '206.23 KiB', 'tokens': 16, 'owns': '24.0%', 'host_id': 'bc2f02b5-583a-48f7-a175-dc42f9b9833c', 'rack': 'rack1'}, {'status': 'UN', 'address': '127.0.0.1', 'load': '864.77 KiB', 'tokens': 16, 'owns': '27.1%', 'host_id': '92e95261-446e-4504-b812-27e6ad715fa9', 'rack': 'rack1'}, {'status': 'UN', 'address': '127.0.0.4', 'load': '188.96 KiB', 'tokens': 16, 'owns': '19.0%', 'host_id': '79f70935-8413-409f-bd29-ade7823007db', 'rack': 'rack1'}, {'status': 'UN', 'address': '127.0.0.3', 'load': '238.42 KiB', 'tokens': 16, 'owns': '29.8%', 'host_id': '9c65e243-b542-480a-a139-68e43333c09b', 'rack': 'rack1'}]"
52000,"[{'status': 'UN', 'address': '127.0.0.2', 'load': '206.23 KiB', 'tokens': 16, 'owns': '24.0%', 'host_id': 'bc2f02b5-583a-48f7-a175-dc42f9b9833c', 'rack': 'rack1'}, {'status': 'UN', 'address': '127.0.0.1', 'load': '867.98 KiB', 'tokens': 16, 'owns': '27.1%', 'host_id': '92e95261-446e-4504-b812-27e6ad715fa9', 'rack': 'rack1'}, {'status': 'UN', 'address': '127.0.0.4', 'load': '188.96 KiB', 'tokens': 16, 'owns': '19.0%', 'host_id': '79f70935-8413-409f-bd29-ade7823007db', 'rack': 'rack1'}, {'status': 'UN', 'address': '127.0.0.3', 'load': '238.42 KiB', 'tokens': 16, 'owns': '29.8%', 'host_id': '9c65e243-b542-480a-a139-68e43333c09b', 'rack': 'rack1'}]"
53000,"[{'status': 'UN', 'address': '127.0.0.2', 'load': '206.23 KiB', 'tokens': 16, 'owns': '24.0%', 'host_id': 'bc2f02b5-583a-48f7-a175-dc42f9b9833c', 'rack': 'rack1'}, {'status': 'UN', 'address': '127.0.0.1', 'load': '887.14 KiB', 'tokens': 16, 'owns': '27.1%', 'host_id': '92e95261-446e-4504-b812-27e6ad715fa9', 'rack': 'rack1'}, {'status': 'UN', 'address': '127.0.0.4', 'load': '188.96 KiB', 'tokens': 16, 'owns': '19.0%', 'host_id': '79f70935-8413-409f-bd29-ade7823007db', 'rack': 'rack1'}, {'status': 'UN', 'address': '127.0.0.3', 'load': '238.42 KiB', 'tokens': 16, 'owns': '29.8%', 'host_id': '9c65e243-b542-480a-a139-68e43333c09b', 'rack': 'rack1'}]"
54000,"[{'status': 'UN', 'address': '127.0.0.2', 'load': '206.23 KiB', 'tokens': 16, 'owns': '24.0%', 'host_id': 'bc2f02b5-583a-48f7-a175-dc42f9b9833c', 'rack': 'rack1'}, {'status': 'UN', 'address': '127.0.0.1', 'load': '903.41 KiB', 'tokens': 16, 'owns': '27.1%', 'host_id': '92e95261-446e-4504-b812-27e6ad715fa9', 'rack': 'rack1'}, {'status': 'UN', 'address': '127.0.0.4', 'load': '188.96 KiB', 'tokens': 16, 'owns': '19.0%', 'host_id': '79f70935-8413-409f-bd29-ade7823007db', 'rack': 'rack1'}, {'status': 'UN', 'address': '127.0.0.3', 'load': '238.42 KiB', 'tokens': 16, 'owns': '29.8%', 'host_id': '9c65e243-b542-480a-a139-68e43333c09b', 'rack': 'rack1'}]"
55000,"[{'status': 'UN', 'address': '127.0.0.2', 'load': '206.23 KiB', 'tokens': 16, 'owns': '24.0%', 'host_id': 'bc2f02b5-583a-48f7-a175-dc42f9b9833c', 'rack': 'rack1'}, {'status': 'UN', 'address': '127.0.0.1', 'load': '907.06 KiB', 'tokens': 16, 'owns': '27.1%', 'host_id': '92e95261-446e-4504-b812-27e6ad715fa9', 'rack': 'rack1'}, {'status': 'UN', 'address': '127.0.0.4', 'load': '188.96 KiB', 'tokens': 16, 'owns': '19.0%', 'host_id': '79f70935-8413-409f-bd29-ade7823007db', 'rack': 'rack1'}, {'status': 'UN', 'address': '127.0.0.3', 'load': '238.42 KiB', 'tokens': 16, 'owns': '29.8%', 'host_id': '9c65e243-b542-480a-a139-68e43333c09b', 'rack': 'rack1'}]"
56000,"[{'status': 'UN', 'address': '127.0.0.2', 'load': '206.23 KiB', 'tokens': 16, 'owns': '24.0%', 'host_id': 'bc2f02b5-583a-48f7-a175-dc42f9b9833c', 'rack': 'rack1'}, {'status': 'UN', 'address': '127.0.0.1', 'load': '923.02 KiB', 'tokens': 16, 'owns': '27.1%', 'host_id': '92e95261-446e-4504-b812-27e6ad715fa9', 'rack': 'rack1'}, {'status': 'UN', 'address': '127.0.0.4', 'load': '188.96 KiB', 'tokens': 16, 'owns': '19.0%', 'host_id': '79f70935-8413-409f-bd29-ade7823007db', 'rack': 'rack1'}, {'status': 'UN', 'address': '127.0.0.3', 'load': '238.42 KiB', 'tokens': 16, 'owns': '29.8%', 'host_id': '9c65e243-b542-480a-a139-68e43333c09b', 'rack': 'rack1'}]"
57000,"[{'status': 'UN', 'address': '127.0.0.2', 'load': '206.23 KiB', 'tokens': 16, 'owns': '24.0%', 'host_id': 'bc2f02b5-583a-48f7-a175-dc42f9b9833c', 'rack': 'rack1'}, {'status': 'UN', 'address': '127.0.0.1', 'load': '940.42 KiB', 'tokens': 16, 'owns': '27.1%', 'host_id': '92e95261-446e-4504-b812-27e6ad715fa9', 'rack': 'rack1'}, {'status': 'UN', 'address': '127.0.0.4', 'load': '188.96 KiB', 'tokens': 16, 'owns': '19.0%', 'host_id': '79f70935-8413-409f-bd29-ade7823007db', 'rack': 'rack1'}, {'status': 'UN', 'address': '127.0.0.3', 'load': '238.42 KiB', 'tokens': 16, 'owns': '29.8%', 'host_id': '9c65e243-b542-480a-a139-68e43333c09b', 'rack': 'rack1'}]"
58000,"[{'status': 'UN', 'address': '127.0.0.2', 'load': '206.23 KiB', 'tokens': 16, 'owns': '24.0%', 'host_id': 'bc2f02b5-583a-48f7-a175-dc42f9b9833c', 'rack': 'rack1'}, {'status': 'UN', 'address': '127.0.0.1', 'load': '942.83 KiB', 'tokens': 16, 'owns': '27.1%', 'host_id': '92e95261-446e-4504-b812-27e6ad715fa9', 'rack': 'rack1'}, {'status': 'UN', 'address': '127.0.0.4', 'load': '188.96 KiB', 'tokens': 16, 'owns': '19.0%', 'host_id': '79f70935-8413-409f-bd29-ade7823007db', 'rack': 'rack1'}, {'status': 'UN', 'address': '127.0.0.3', 'load': '238.42 KiB', 'tokens': 16, 'owns': '29.8%', 'host_id': '9c65e243-b542-480a-a139-68e43333c09b', 'rack': 'rack1'}]"
59000,"[{'status': 'UN', 'address': '127.0.0.2', 'load': '206.23 KiB', 'tokens': 16, 'owns': '24.0%', 'host_id': 'bc2f02b5-583a-48f7-a175-dc42f9b9833c', 'rack': 'rack1'}, {'status': 'UN', 'address': '127.0.0.1', 'load': '960.37 KiB', 'tokens': 16, 'owns': '27.1%', 'host_id': '92e95261-446e-4504-b812-27e6ad715fa9', 'rack': 'rack1'}, {'status': 'UN', 'address': '127.0.0.4', 'load': '188.96 KiB', 'tokens': 16, 'owns': '19.0%', 'host_id': '79f70935-8413-409f-bd29-ade7823007db', 'rack': 'rack1'}, {'status': 'UN', 'address': '127.0.0.3', 'load': '238.42 KiB', 'tokens': 16, 'owns': '29.8%', 'host_id': '9c65e243-b542-480a-a139-68e43333c09b', 'rack': 'rack1'}]"
60000,"[{'status': 'UN', 'address': '127.0.0.2', 'load': '206.23 KiB', 'tokens': 16, 'owns': '24.0%', 'host_id': 'bc2f02b5-583a-48f7-a175-dc42f9b9833c', 'rack': 'rack1'}, {'status': 'UN', 'address': '127.0.0.1', 'load': '978.51 KiB', 'tokens': 16, 'owns': '27.1%', 'host_id': '92e95261-446e-4504-b812-27e6ad715fa9', 'rack': 'rack1'}, {'status': 'UN', 'address': '127.0.0.4', 'load': '188.96 KiB', 'tokens': 16, 'owns': '19.0%', 'host_id': '79f70935-8413-409f-bd29-ade7823007db', 'rack': 'rack1'}, {'status': 'UN', 'address': '127.0.0.3', 'load': '238.42 KiB', 'tokens': 16, 'owns': '29.8%', 'host_id': '9c65e243-b542-480a-a139-68e43333c09b', 'rack': 'rack1'}]"
61000,"[{'status': 'UN', 'address': '127.0.0.2', 'load': '206.23 KiB', 'tokens': 16, 'owns': '24.0%', 'host_id': 'bc2f02b5-583a-48f7-a175-dc42f9b9833c', 'rack': 'rack1'}, {'status': 'UN', 'address': '127.0.0.1', 'load': '979.6 KiB', 'tokens': 16, 'owns': '27.1%', 'host_id': '92e95261-446e-4504-b812-27e6ad715fa9', 'rack': 'rack1'}, {'status': 'UN', 'address': '127.0.0.4', 'load': '188.96 KiB', 'tokens': 16, 'owns': '19.0%', 'host_id': '79f70935-8413-409f-bd29-ade7823007db', 'rack': 'rack1'}, {'status': 'UN', 'address': '127.0.0.3', 'load': '238.42 KiB', 'tokens': 16, 'owns': '29.8%', 'host_id': '9c65e243-b542-480a-a139-68e43333c09b', 'rack': 'rack1'}]"
62000,"[{'status': 'UN', 'address': '127.0.0.2', 'load': '206.23 KiB', 'tokens': 16, 'owns': '24.0%', 'host_id': 'bc2f02b5-583a-48f7-a175-dc42f9b9833c', 'rack': 'rack1'}, {'status': 'UN', 'address': '127.0.0.1', 'load': '996.48 KiB', 'tokens': 16, 'owns': '27.1%', 'host_id': '92e95261-446e-4504-b812-27e6ad715fa9', 'rack': 'rack1'}, {'status': 'UN', 'address': '127.0.0.4', 'load': '188.96 KiB', 'tokens': 16, 'owns': '19.0%', 'host_id': '79f70935-8413-409f-bd29-ade7823007db', 'rack': 'rack1'}, {'status': 'UN', 'address': '127.0.0.3', 'load': '238.42 KiB', 'tokens': 16, 'owns': '29.8%', 'host_id': '9c65e243-b542-480a-a139-68e43333c09b', 'rack': 'rack1'}]"
63000,"[{'status': 'UN', 'address': '127.0.0.2', 'load': '206.23 KiB', 'tokens': 16, 'owns': '24.0%', 'host_id': 'bc2f02b5-583a-48f7-a175-dc42f9b9833c', 'rack': 'rack1'}, {'status': 'UN', 'address': '127.0.0.1', 'load': '1012.05 KiB', 'tokens': 16, 'owns': '27.1%', 'host_id': '92e95261-446e-4504-b812-27e6ad715fa9', 'rack': 'rack1'}, {'status': 'UN', 'address': '127.0.0.4', 'load': '188.96 KiB', 'tokens': 16, 'owns': '19.0%', 'host_id': '79f70935-8413-409f-bd29-ade7823007db', 'rack': 'rack1'}, {'status': 'UN', 'address': '127.0.0.3', 'load': '238.42 KiB', 'tokens': 16, 'owns': '29.8%', 'host_id': '9c65e243-b542-480a-a139-68e43333c09b', 'rack': 'rack1'}]"
64000,"[{'status': 'UN', 'address': '127.0.0.2', 'load': '206.23 KiB', 'tokens': 16, 'owns': '24.0%', 'host_id': 'bc2f02b5-583a-48f7-a175-dc42f9b9833c', 'rack': 'rack1'}, {'status': 'UN', 'address': '127.0.0.1', 'load': '1014.32 KiB', 'tokens': 16, 'owns': '27.1%', 'host_id': '92e95261-446e-4504-b812-27e6ad715fa9', 'rack': 'rack1'}, {'status': 'UN', 'address': '127.0.0.4', 'load': '188.96 KiB', 'tokens': 16, 'owns': '19.0%', 'host_id': '79f70935-8413-409f-bd29-ade7823007db', 'rack': 'rack1'}, {'status': 'UN', 'address': '127.0.0.3', 'load': '238.42 KiB', 'tokens': 16, 'owns': '29.8%', 'host_id': '9c65e243-b542-480a-a139-68e43333c09b', 'rack': 'rack1'}]"
65000,"[{'status': 'UN', 'address': '127.0.0.2', 'load': '206.23 KiB', 'tokens': 16, 'owns': '24.0%', 'host_id': 'bc2f02b5-583a-48f7-a175-dc42f9b9833c', 'rack': 'rack1'}, {'status': 'UN', 'address': '127.0.0.1', 'load': '1.01 MiB', 'tokens': 16, 'owns': '27.1%', 'host_id': '92e95261-446e-4504-b812-27e6ad715fa9', 'rack': 'rack1'}, {'status': 'UN', 'address': '127.0.0.4', 'load': '188.96 KiB', 'tokens': 16, 'owns': '19.0%', 'host_id': '79f70935-8413-409f-bd29-ade7823007db', 'rack': 'rack1'}, {'status': 'UN', 'address': '127.0.0.3', 'load': '238.42 KiB', 'tokens': 16, 'owns': '29.8%', 'host_id': '9c65e243-b542-480a-a139-68e43333c09b', 'rack': 'rack1'}]"
66000,"[{'status': 'UN', 'address': '127.0.0.2', 'load': '206.23 KiB', 'tokens': 16, 'owns': '24.0%', 'host_id': 'bc2f02b5-583a-48f7-a175-dc42f9b9833c', 'rack': 'rack1'}, {'status': 'UN', 'address': '127.0.0.1', 'load': '1.03 MiB', 'tokens': 16, 'owns': '27.1%', 'host_id': '92e95261-446e-4504-b812-27e6ad715fa9', 'rack': 'rack1'}, {'status': 'UN', 'address': '127.0.0.4', 'load': '188.96 KiB', 'tokens': 16, 'owns': '19.0%', 'host_id': '79f70935-8413-409f-bd29-ade7823007db', 'rack': 'rack1'}, {'status': 'UN', 'address': '127.0.0.3', 'load': '238.42 KiB', 'tokens': 16, 'owns': '29.8%', 'host_id': '9c65e243-b542-480a-a139-68e43333c09b', 'rack': 'rack1'}]"
67000,"[{'status': 'UN', 'address': '127.0.0.2', 'load': '206.23 KiB', 'tokens': 16, 'owns': '24.0%', 'host_id': 'bc2f02b5-583a-48f7-a175-dc42f9b9833c', 'rack': 'rack1'}, {'status': 'UN', 'address': '127.0.0.1', 'load': '1.03 MiB', 'tokens': 16, 'owns': '27.1%', 'host_id': '92e95261-446e-4504-b812-27e6ad715fa9', 'rack': 'rack1'}, {'status': 'UN', 'address': '127.0.0.4', 'load': '188.96 KiB', 'tokens': 16, 'owns': '19.0%', 'host_id': '79f70935-8413-409f-bd29-ade7823007db', 'rack': 'rack1'}, {'status': 'UN', 'address': '127.0.0.3', 'load': '238.42 KiB', 'tokens': 16, 'owns': '29.8%', 'host_id': '9c65e243-b542-480a-a139-68e43333c09b', 'rack': 'rack1'}]"
68000,"[{'status': 'UN', 'address': '127.0.0.2', 'load': '206.23 KiB', 'tokens': 16, 'owns': '24.0%', 'host_id': 'bc2f02b5-583a-48f7-a175-dc42f9b9833c', 'rack': 'rack1'}, {'status': 'UN', 'address': '127.0.0.1', 'load': '1.05 MiB', 'tokens': 16, 'owns': '27.1%', 'host_id': '92e95261-446e-4504-b812-27e6ad715fa9', 'rack': 'rack1'}, {'status': 'UN', 'address': '127.0.0.4', 'load': '188.96 KiB', 'tokens': 16, 'owns': '19.0%', 'host_id': '79f70935-8413-409f-bd29-ade7823007db', 'rack': 'rack1'}, {'status': 'UN', 'address': '127.0.0.3', 'load': '238.42 KiB', 'tokens': 16, 'owns': '29.8%', 'host_id': '9c65e243-b542-480a-a139-68e43333c09b', 'rack': 'rack1'}]"
